taglank,plats,plandatumtid,train_type
20240410815,Gårdsjö,2024-04-11 01:51:00,GT
20240410815,Finnerödja,2024-04-11 01:56:00,GT
20240410815,Laxå,2024-04-11 02:06:00,GT
20240410815,Linddalen,2024-04-11 02:11:00,GT
20240410815,Vretstorp,2024-04-11 02:14:00,GT
20240410815,Östansjö,2024-04-11 02:19:00,GT
20240410815,Tälle,2024-04-11 02:21:00,GT
20240410815,Hallsbergs rangerbangård,2024-04-11 02:24:00,GT
20240410815,Hallsbergs rangerbangård,2024-04-11 03:58:00,GT
20240410815,Hallsbergs pbg,2024-04-11 04:07:00,GT
20240410815,Pålsboda,2024-04-11 04:15:00,GT
20240410815,Kilsmo,2024-04-11 04:24:00,GT
20240410815,Högsjö,2024-04-11 04:31:00,GT
20240410815,Vingåker,2024-04-11 04:36:00,GT
20240410815,Baggetorp,2024-04-11 04:44:00,GT
20240410815,Katrineholms c,2024-04-11 04:49:00,GT
20240410815,Stolpstugan,2024-04-11 04:54:00,GT
20240410815,Sköldinge,2024-04-11 04:58:00,GT
202404108152,Göteborg Sävenäs,2024-04-10 08:12:00,GT
202404108152,Olskroken,2024-04-10 08:15:00,GT
202404108152,Göteborg Kville,2024-04-10 08:16:00,GT
202404108166,Göteborg Skandiahamnen,2024-04-10 05:04:00,GT
202404108173,Sävedalen,2024-04-10 21:06:00,GT
202404108173,Partille,2024-04-10 21:11:00,GT
202404108173,Jonsered Västra,2024-04-10 21:15:00,GT
202404108173,Jonsered östra,2024-04-10 21:15:00,GT
202404108173,Aspen,2024-04-10 21:17:00,GT
202404108173,Aspedalen,2024-04-10 21:18:00,GT
202404108173,Lerum,2024-04-10 21:19:00,GT
202404108173,Stenkullen,2024-04-10 21:23:00,GT
202404108173,Floda,2024-04-10 21:25:00,GT
202404108173,Norsesund västra,2024-04-10 21:30:00,GT
202404108173,Norsesund,2024-04-10 21:30:00,GT
202404108173,Västra Bodarna,2024-04-10 21:33:00,GT
202404108173,Bryngenäs,2024-04-10 21:33:00,GT
202404108173,Alingsås,2024-04-10 21:38:00,GT
202404108173,Algutsgården,2024-04-10 21:44:00,GT
202404108173,Vårgårda,2024-04-10 21:50:00,GT
202404108173,Herrljunga västra,2024-04-10 21:57:00,GT
202404108173,Herrljunga central,2024-04-10 22:00:00,GT
202404108173,Herrljunga central,2024-04-10 22:13:00,GT
202404108173,Källeryd,2024-04-10 22:24:00,GT
202404108173,Floby,2024-04-10 22:30:00,GT
202404108173,Falköpings c,2024-04-10 22:40:00,GT
202404108173,Falköpings c,2024-04-10 22:43:00,GT
202404108173,Falköpings norra,2024-04-10 22:48:00,GT
202404108173,Falköpings norra,2024-04-10 22:57:00,GT
202404108173,Stenstorp,2024-04-10 23:06:00,GT
202404108173,Regumatorp,2024-04-10 23:11:00,GT
202404108173,Skövde c,2024-04-10 23:16:00,GT
202404108173,Väring,2024-04-10 23:25:00,GT
202404108173,Moholm,2024-04-10 23:33:00,GT
202404108173,Töreboda,2024-04-10 23:40:00,GT
202404108173,Slätte,2024-04-10 23:45:00,GT
202404108173,Älgarås,2024-04-10 23:49:00,GT
202404108173,Gårdsjö,2024-04-10 23:54:00,GT
202404108173,Finnerödja,2024-04-10 23:59:00,GT
202404108173,Laxå,2024-04-11 00:10:00,GT
202404108173,Linddalen,2024-04-11 00:14:00,GT
202404108173,Vretstorp,2024-04-11 00:18:00,GT
202404108173,Östansjö,2024-04-11 00:22:00,GT
202404108173,Tälle,2024-04-11 00:24:00,GT
202404108173,Hallsbergs rangerbangård,2024-04-11 00:28:00,GT
202404108183,Göteborg Kville,2024-04-10 15:47:00,GT
202404108183,Olskroken,2024-04-10 15:48:00,GT
202404108183,Göteborg Sävenäs,2024-04-10 15:50:00,GT
202404108193,Hallsbergs pbg,2024-04-10 22:13:00,GT
202404108194,Hallsbergs rangerbangård,2024-04-10 05:08:00,GT
202404108194,Hallsbergs pbg,2024-04-10 05:10:00,GT
202404108200,Olskroken,2024-04-11 00:44:00,GT
202404108200,Göteborg Kville,2024-04-11 00:51:00,GT
202404108202,Katrineholms c,2024-04-10 19:15:00,GT
202404108202,Katrineholms c,2024-04-10 19:27:00,GT
202404108202,Baggetorp,2024-04-10 19:36:00,GT
202404108202,Vingåker,2024-04-10 19:48:00,GT
202404108202,Vingåker,2024-04-10 19:58:00,GT
202404108202,Högsjö,2024-04-10 20:06:00,GT
202404108202,Kilsmo,2024-04-10 20:14:00,GT
202404108202,Pålsboda,2024-04-10 20:22:00,GT
202404108202,Hallsbergs pbg,2024-04-10 20:32:00,GT
202404108202,Hallsbergs rangerbangård,2024-04-10 20:41:00,GT
202404108229,Göteborg Skandiahamnen,2024-04-10 14:17:00,GT
202404108229,Pölsebo,2024-04-10 14:26:00,GT
202404108229,Göteborg Lindholmen,2024-04-10 14:29:00,GT
202404108229,Göteborg Kville,2024-04-10 14:35:00,GT
202404108229,Olskroken,2024-04-10 14:39:00,GT
202404108229,Göteborg Sävenäs,2024-04-10 14:41:00,GT
202404108243,Göteborg Kville,2024-04-11 01:37:00,GT
202404108243,Göteborg Kville,2024-04-11 01:47:00,GT
202404108243,Göteborg Lindholmen,2024-04-11 01:52:00,GT
202404108243,Pölsebo,2024-04-11 01:55:00,GT
202404108243,Göteborg Skandiahamnen,2024-04-11 02:02:00,GT
202404108243,Göteborg Skandiahamnen,2024-04-11 02:32:00,GT
202404108243,Pölsebo,2024-04-11 02:38:00,GT
202404108243,Göteborg Lindholmen,2024-04-11 02:41:00,GT
202404108243,Göteborg Kville,2024-04-11 02:47:00,GT
202404108243,Olskroken,2024-04-11 02:51:00,GT
202404108243,Göteborg Sävenäs,2024-04-11 02:53:00,GT
202404108249,Högsjö,2024-04-10 05:05:00,GT
202404108249,Vingåker,2024-04-10 05:11:00,GT
202404108249,Baggetorp,2024-04-10 05:18:00,GT
202404108249,Katrineholms c,2024-04-10 05:25:00,GT
202404108249,Katrineholms c,2024-04-10 05:25:00,GT
202404108279,Olskroken,2024-04-10 17:22:00,GT
202404108279,Göteborg Kville,2024-04-10 17:29:00,GT
202404108279,Göteborg Kville,2024-04-10 17:54:00,GT
202404108279,Olskroken,2024-04-10 17:59:00,GT
202404108279,Göteborg Sävenäs,2024-04-10 18:01:00,GT
202404108281,Olskroken,2024-04-10 20:14:00,GT
202404108281,Göteborg Sävenäs,2024-04-10 20:15:00,GT
202404108281,Sävedalen,2024-04-10 20:19:00,GT
202404108281,Partille,2024-04-10 20:21:00,GT
202404108281,Jonsered Västra,2024-04-10 20:24:00,GT
202404108281,Jonsered östra,2024-04-10 20:24:00,GT
202404108281,Aspen,2024-04-10 20:26:00,GT
202404108281,Aspedalen,2024-04-10 20:28:00,GT
202404108281,Lerum,2024-04-10 20:29:00,GT
202404108281,Stenkullen,2024-04-10 20:33:00,GT
202404108281,Stenkullen,2024-04-10 20:46:00,GT
202404108281,Floda,2024-04-10 20:49:00,GT
202404108281,Norsesund västra,2024-04-10 20:53:00,GT
202404108281,Norsesund,2024-04-10 20:54:00,GT
202404108281,Västra Bodarna,2024-04-10 20:56:00,GT
202404108281,Bryngenäs,2024-04-10 20:57:00,GT
202404108281,Alingsås,2024-04-10 21:00:00,GT
202404108281,Algutsgården,2024-04-10 21:07:00,GT
202404108281,Vårgårda,2024-04-10 21:13:00,GT
202404108281,Herrljunga västra,2024-04-10 21:20:00,GT
202404108281,Herrljunga central,2024-04-10 21:22:00,GT
202404108281,Källeryd,2024-04-10 21:30:00,GT
202404108281,Floby,2024-04-10 21:36:00,GT
202404108281,Falköpings c,2024-04-10 21:46:00,GT
202404108281,Falköpings c,2024-04-10 21:52:00,GT
202404108281,Falköpings norra,2024-04-10 21:56:00,GT
202404108281,Stenstorp,2024-04-10 22:04:00,GT
202404108281,Regumatorp,2024-04-10 22:08:00,GT
202404108281,Skövde c,2024-04-10 22:14:00,GT
202404108281,Väring,2024-04-10 22:23:00,GT
202404108281,Moholm,2024-04-10 22:30:00,GT
202404108281,Töreboda,2024-04-10 22:39:00,GT
202404108281,Töreboda,2024-04-10 22:52:00,GT
202404108281,Slätte,2024-04-10 22:58:00,GT
202404108281,Älgarås,2024-04-10 23:02:00,GT
202404108281,Gårdsjö,2024-04-10 23:07:00,GT
202404108281,Finnerödja,2024-04-10 23:12:00,GT
202404108281,Laxå,2024-04-10 23:22:00,GT
202404108281,Linddalen,2024-04-10 23:27:00,GT
202404108281,Vretstorp,2024-04-10 23:30:00,GT
202404108281,Östansjö,2024-04-10 23:35:00,GT
202404108281,Tälle,2024-04-10 23:36:00,GT
202404108281,Hallsbergs rangerbangård,2024-04-10 23:40:00,GT
202404108282,Södertälje hamn,2024-04-10 18:18:00,GT
202404108282,Södertälje syd undre,2024-04-10 18:20:00,GT
202404108282,Hallsbergs pbg,2024-04-10 21:38:00,GT
202404108282,Hallsbergs rangerbangård,2024-04-10 21:45:00,GT
202404108293,Järna,2024-04-10 20:31:00,GT
202404108293,Mölnbo,2024-04-10 20:37:00,GT
202404108293,Gnesta,2024-04-10 20:42:00,GT
202404108293,Kolke,2024-04-10 20:45:00,GT
202404108293,Björnlunda,2024-04-10 20:47:00,GT
202404108293,Stjärnhov,2024-04-10 20:53:00,GT
202404108293,Nyckelsjön,2024-04-10 20:58:00,GT
202404108293,Sparreholm,2024-04-10 21:01:00,GT
202404108293,Sparreholm,2024-04-10 21:13:00,GT
202404108293,Skebokvarn,2024-04-10 21:19:00,GT
202404108293,Flen,2024-04-10 21:24:00,GT
202404108293,Sköldinge,2024-04-10 21:29:00,GT
202404108293,Stolpstugan,2024-04-10 21:33:00,GT
202404108293,Katrineholms c,2024-04-10 21:38:00,GT
202404108293,Baggetorp,2024-04-10 21:43:00,GT
202404108293,Vingåker,2024-04-10 21:52:00,GT
202404108293,Högsjö,2024-04-10 21:58:00,GT
202404108293,Kilsmo,2024-04-10 22:05:00,GT
202404108293,Pålsboda,2024-04-10 22:12:00,GT
202404108293,Hallsbergs pbg,2024-04-10 22:22:00,GT
202404108293,Hallsbergs rangerbangård,2024-04-10 22:28:00,GT
202404108312,Södertälje hamn,2024-04-10 11:19:00,GT
202404108312,Södertälje syd undre,2024-04-10 11:21:00,GT
202404108312,Bränninge,2024-04-10 11:23:00,GT
202404108312,Järna,2024-04-10 11:27:00,GT
202404108312,Mölnbo,2024-04-10 11:34:00,GT
202404108312,Gnesta,2024-04-10 11:38:00,GT
202404108312,Kolke,2024-04-10 11:42:00,GT
202404108312,Björnlunda,2024-04-10 11:44:00,GT
202404108312,Stjärnhov,2024-04-10 11:49:00,GT
202404108312,Nyckelsjön,2024-04-10 11:55:00,GT
202404108312,Sparreholm,2024-04-10 11:57:00,GT
202404108312,Skebokvarn,2024-04-10 12:02:00,GT
202404108312,Skebokvarn,2024-04-10 12:16:00,GT
202404108312,Flen,2024-04-10 12:23:00,GT
202404108312,Sköldinge,2024-04-10 12:28:00,GT
202404108312,Stolpstugan,2024-04-10 12:32:00,GT
202404108312,Katrineholms c,2024-04-10 12:37:00,GT
202404108312,Baggetorp,2024-04-10 12:42:00,GT
202404108312,Vingåker,2024-04-10 12:50:00,GT
202404108312,Högsjö,2024-04-10 12:55:00,GT
202404108312,Kilsmo,2024-04-10 13:03:00,GT
202404108312,Pålsboda,2024-04-10 13:10:00,GT
202404108312,Hallsbergs pbg,2024-04-10 13:20:00,GT
202404108312,Hallsbergs pbg,2024-04-10 13:23:00,GT
202404108312,Hallsbergs rangerbangård,2024-04-10 13:31:00,GT
202404108312,Hallsbergs rangerbangård,2024-04-10 13:31:00,GT
202404108312,Tälle,2024-04-10 13:43:00,GT
202404108312,Östansjö,2024-04-10 13:46:00,GT
202404108312,Vretstorp,2024-04-10 13:51:00,GT
202404108312,Linddalen,2024-04-10 13:54:00,GT
202404108312,Laxå,2024-04-10 14:00:00,GT
202404108312,Laxå,2024-04-10 14:09:00,GT
202404108312,Finnerödja,2024-04-10 14:20:00,GT
202404108312,Gårdsjö,2024-04-10 14:26:00,GT
202404108312,Älgarås,2024-04-10 14:31:00,GT
202404108312,Slätte,2024-04-10 14:34:00,GT
202404108312,Töreboda,2024-04-10 14:39:00,GT
202404108312,Moholm,2024-04-10 14:46:00,GT
202404108312,Väring,2024-04-10 14:53:00,GT
202404108312,Skövde c,2024-04-10 15:02:00,GT
202404108312,Regumatorp,2024-04-10 15:08:00,GT
202404108312,Stenstorp,2024-04-10 15:12:00,GT
202404108312,Falköpings norra,2024-04-10 15:20:00,GT
202404108312,Falköpings c,2024-04-10 15:23:00,GT
202404108312,Falköpings c,2024-04-10 15:41:00,GT
202404108312,Floby,2024-04-10 15:52:00,GT
202404108312,Källeryd,2024-04-10 15:57:00,GT
202404108312,Herrljunga central,2024-04-10 16:04:00,GT
202404108312,Herrljunga västra,2024-04-10 16:07:00,GT
202404108312,Vårgårda,2024-04-10 16:13:00,GT
202404108312,Algutsgården,2024-04-10 16:19:00,GT
202404108312,Alingsås,2024-04-10 16:26:00,GT
202404108312,Bryngenäs,2024-04-10 16:29:00,GT
202404108312,Västra Bodarna,2024-04-10 16:30:00,GT
202404108312,Norsesund,2024-04-10 16:33:00,GT
202404108312,Norsesund västra,2024-04-10 16:33:00,GT
202404108312,Floda,2024-04-10 16:38:00,GT
202404108312,Stenkullen,2024-04-10 16:40:00,GT
202404108312,Lerum,2024-04-10 16:44:00,GT
202404108312,Lerum,2024-04-10 16:57:00,GT
202404108312,Aspedalen,2024-04-10 16:58:00,GT
202404108312,Aspen,2024-04-10 17:00:00,GT
202404108312,Jonsered östra,2024-04-10 17:02:00,GT
202404108312,Jonsered Västra,2024-04-10 17:02:00,GT
202404108312,Partille,2024-04-10 17:05:00,GT
202404108312,Sävedalen,2024-04-10 17:07:00,GT
202404108312,Göteborg Sävenäs,2024-04-10 17:09:00,GT
202404108312,Olskroken,2024-04-10 17:10:00,GT
202404108312,Göteborg Kville,2024-04-10 17:15:00,GT
202404108312,Göteborg Lindholmen,2024-04-10 17:19:00,GT
202404108312,Pölsebo,2024-04-10 17:22:00,GT
202404108312,Göteborg Skandiahamnen,2024-04-10 17:29:00,GT
202404108320,Hallsbergs pbg,2024-04-11 01:50:00,GT
202404108320,Hallsbergs rangerbangård,2024-04-11 01:56:00,GT
202404108328,Göteborg Sävenäs,2024-04-10 06:23:00,GT
202404108328,Olskroken,2024-04-10 06:25:00,GT
202404108328,Göteborg Kville,2024-04-10 06:31:00,GT
202404108342,Göteborg Sävenäs,2024-04-10 21:31:00,GT
202404108353,Göteborg Sävenäs,2024-04-10 10:15:00,GT
202404108353,Olskroken,2024-04-10 10:17:00,GT
202404108353,Göteborg Kville,2024-04-10 10:22:00,GT
202404108353,Göteborg Lindholmen,2024-04-10 10:27:00,GT
202404108353,Pölsebo,2024-04-10 10:30:00,GT
202404108353,Göteborg Skandiahamnen,2024-04-10 10:37:00,GT
202404108359,Göteborg Sävenäs,2024-04-10 06:11:00,GT
202404108363,Laxå,2024-04-10 15:06:00,GT
202404108363,Linddalen,2024-04-10 15:10:00,GT
202404108363,Vretstorp,2024-04-10 15:14:00,GT
202404108363,Östansjö,2024-04-10 15:18:00,GT
202404108363,Tälle,2024-04-10 15:20:00,GT
202404108363,Hallsbergs rangerbangård,2024-04-10 15:23:00,GT
202404108372,Hallsbergs pbg,2024-04-10 22:40:00,GT
202404108372,Hallsbergs rangerbangård,2024-04-10 22:46:00,GT
202404108374,Göteborg Skandiahamnen,2024-04-10 17:45:00,GT
202404108374,Pölsebo,2024-04-10 17:51:00,GT
202404108374,Göteborg Lindholmen,2024-04-10 17:54:00,GT
202404108374,Göteborg Kville,2024-04-10 17:59:00,GT
202404108374,Göteborg Sävenäs,2024-04-10 18:04:00,GT
202404108374,Sävedalen,2024-04-10 18:08:00,GT
202404108374,Partille,2024-04-10 18:10:00,GT
202404108374,Jonsered Västra,2024-04-10 18:14:00,GT
202404108374,Jonsered östra,2024-04-10 18:14:00,GT
202404108374,Aspen,2024-04-10 18:16:00,GT
202404108374,Aspedalen,2024-04-10 18:17:00,GT
202404108374,Lerum,2024-04-10 18:18:00,GT
202404108374,Stenkullen,2024-04-10 18:21:00,GT
202404108374,Floda,2024-04-10 18:22:00,GT
202404108374,Norsesund västra,2024-04-10 18:26:00,GT
202404108374,Norsesund,2024-04-10 18:27:00,GT
202404108374,Västra Bodarna,2024-04-10 18:29:00,GT
202404108374,Bryngenäs,2024-04-10 18:30:00,GT
202404108374,Alingsås,2024-04-10 18:33:00,GT
202404108374,Algutsgården,2024-04-10 18:40:00,GT
202404108374,Vårgårda,2024-04-10 18:46:00,GT
202404108374,Herrljunga västra,2024-04-10 19:02:00,GT
202404108374,Herrljunga central,2024-04-10 19:05:00,GT
202404108374,Källeryd,2024-04-10 19:13:00,GT
202404108374,Floby,2024-04-10 19:19:00,GT
202404108374,Floby,2024-04-10 19:23:00,GT
202404108374,Falköpings c,2024-04-10 19:36:00,GT
202404108374,Falköpings c,2024-04-10 19:44:00,GT
202404108374,Falköpings norra,2024-04-10 19:47:00,GT
202404108374,Stenstorp,2024-04-10 19:55:00,GT
202404108374,Regumatorp,2024-04-10 19:59:00,GT
202404108374,Skövde c,2024-04-10 20:05:00,GT
202404108374,Väring,2024-04-10 20:14:00,GT
202404108374,Moholm,2024-04-10 20:21:00,GT
202404108374,Töreboda,2024-04-10 20:28:00,GT
202404108374,Slätte,2024-04-10 20:35:00,GT
202404108374,Slätte,2024-04-10 20:49:00,GT
202404108374,Älgarås,2024-04-10 20:55:00,GT
202404108374,Gårdsjö,2024-04-10 21:00:00,GT
202404108374,Finnerödja,2024-04-10 21:05:00,GT
202404108374,Laxå,2024-04-10 21:15:00,GT
202404108374,Linddalen,2024-04-10 21:19:00,GT
202404108374,Vretstorp,2024-04-10 21:23:00,GT
202404108374,Östansjö,2024-04-10 21:28:00,GT
202404108374,Tälle,2024-04-10 21:29:00,GT
202404108374,Hallsbergs rangerbangård,2024-04-10 21:33:00,GT
202404108383,Hallsbergs rangerbangård,2024-04-10 20:27:00,GT
202404108383,Tälle,2024-04-10 20:33:00,GT
202404108383,Östansjö,2024-04-10 20:35:00,GT
202404108383,Vretstorp,2024-04-10 20:40:00,GT
202404108383,Linddalen,2024-04-10 20:43:00,GT
202404108383,Laxå,2024-04-10 20:49:00,GT
202404108383,Laxå,2024-04-10 21:03:00,GT
202404108383,Finnerödja,2024-04-10 21:15:00,GT
202404108383,Gårdsjö,2024-04-10 21:22:00,GT
202404108383,Älgarås,2024-04-10 21:27:00,GT
202404108383,Slätte,2024-04-10 21:32:00,GT
202404108383,Slätte,2024-04-10 21:42:00,GT
202404108383,Töreboda,2024-04-10 21:49:00,GT
202404108383,Moholm,2024-04-10 21:56:00,GT
202404108383,Väring,2024-04-10 22:04:00,GT
202404108383,Skövde c,2024-04-10 22:14:00,GT
202404108383,Regumatorp,2024-04-10 22:21:00,GT
202404108383,Stenstorp,2024-04-10 22:26:00,GT
202404108383,Falköpings norra,2024-04-10 22:41:00,GT
202404108383,Falköpings norra,2024-04-10 22:46:00,GT
202404108383,Falköpings c,2024-04-10 22:49:00,GT
202404108383,Floby,2024-04-10 22:58:00,GT
202404108383,Källeryd,2024-04-10 23:04:00,GT
202404108383,Herrljunga central,2024-04-10 23:11:00,GT
202404108383,Herrljunga västra,2024-04-10 23:14:00,GT
202404108383,Vårgårda,2024-04-10 23:20:00,GT
202404108383,Algutsgården,2024-04-10 23:26:00,GT
202404108383,Alingsås,2024-04-10 23:33:00,GT
202404108383,Bryngenäs,2024-04-10 23:36:00,GT
202404108383,Västra Bodarna,2024-04-10 23:37:00,GT
202404108383,Norsesund,2024-04-10 23:40:00,GT
202404108383,Norsesund västra,2024-04-10 23:40:00,GT
202404108383,Floda,2024-04-10 23:45:00,GT
202404108383,Stenkullen,2024-04-10 23:47:00,GT
202404108383,Lerum,2024-04-10 23:49:00,GT
202404108383,Aspedalen,2024-04-10 23:50:00,GT
202404108383,Aspen,2024-04-10 23:51:00,GT
202404108383,Jonsered östra,2024-04-10 23:52:00,GT
202404108383,Jonsered Västra,2024-04-10 23:53:00,GT
202404108383,Partille,2024-04-10 23:56:00,GT
202404108383,Sävedalen,2024-04-10 23:57:00,GT
202404108386,Sävedalen,2024-04-10 22:16:00,GT
202404108386,Partille,2024-04-10 22:22:00,GT
202404108386,Jonsered Västra,2024-04-10 22:26:00,GT
202404108386,Jonsered östra,2024-04-10 22:26:00,GT
202404108386,Aspen,2024-04-10 22:28:00,GT
202404108386,Aspedalen,2024-04-10 22:29:00,GT
202404108386,Lerum,2024-04-10 22:30:00,GT
202404108386,Stenkullen,2024-04-10 22:33:00,GT
202404108386,Floda,2024-04-10 22:35:00,GT
202404108386,Norsesund västra,2024-04-10 22:39:00,GT
202404108386,Norsesund,2024-04-10 22:39:00,GT
202404108386,Västra Bodarna,2024-04-10 22:42:00,GT
202404108386,Bryngenäs,2024-04-10 22:43:00,GT
202404108386,Alingsås,2024-04-10 22:47:00,GT
202404108386,Algutsgården,2024-04-10 22:53:00,GT
202404108386,Vårgårda,2024-04-10 22:59:00,GT
202404108386,Herrljunga västra,2024-04-10 23:06:00,GT
202404108386,Herrljunga central,2024-04-10 23:08:00,GT
202404108386,Källeryd,2024-04-10 23:15:00,GT
202404108386,Floby,2024-04-10 23:20:00,GT
202404108386,Falköpings c,2024-04-10 23:30:00,GT
202404108386,Falköpings c,2024-04-10 23:33:00,GT
202404108386,Falköpings norra,2024-04-10 23:37:00,GT
202404108386,Stenstorp,2024-04-10 23:46:00,GT
202404108386,Regumatorp,2024-04-10 23:50:00,GT
202404108386,Skövde c,2024-04-10 23:55:00,GT
202404108386,Väring,2024-04-11 00:04:00,GT
202404108386,Moholm,2024-04-11 00:11:00,GT
202404108386,Töreboda,2024-04-11 00:18:00,GT
202404108386,Slätte,2024-04-11 00:23:00,GT
202404108386,Älgarås,2024-04-11 00:27:00,GT
202404108386,Gårdsjö,2024-04-11 00:33:00,GT
202404108386,Finnerödja,2024-04-11 00:38:00,GT
202404108386,Laxå,2024-04-11 00:48:00,GT
202404108386,Linddalen,2024-04-11 00:52:00,GT
202404108386,Vretstorp,2024-04-11 00:56:00,GT
202404108386,Östansjö,2024-04-11 01:00:00,GT
202404108386,Tälle,2024-04-11 01:02:00,GT
202404108386,Hallsbergs rangerbangård,2024-04-11 01:04:00,GT
202404108386,Hallsbergs pbg,2024-04-11 01:08:00,GT
202404108386,Hallsbergs pbg,2024-04-11 01:11:00,GT
202404108396,Göteborg Skandiahamnen,2024-04-10 23:44:00,GT
202404108396,Pölsebo,2024-04-10 23:50:00,GT
202404108396,Göteborg Lindholmen,2024-04-10 23:53:00,GT
202404108396,Göteborg Kville,2024-04-10 23:58:00,GT
202404108396,Olskroken,2024-04-11 00:02:00,GT
202404108396,Göteborg Sävenäs,2024-04-11 00:03:00,GT
202404108396,Sävedalen,2024-04-11 00:07:00,GT
202404108396,Partille,2024-04-11 00:10:00,GT
202404108396,Jonsered Västra,2024-04-11 00:13:00,GT
202404108396,Jonsered östra,2024-04-11 00:14:00,GT
202404108396,Aspen,2024-04-11 00:16:00,GT
202404108396,Aspedalen,2024-04-11 00:17:00,GT
202404108396,Lerum,2024-04-11 00:17:00,GT
202404108396,Stenkullen,2024-04-11 00:20:00,GT
202404108396,Floda,2024-04-11 00:22:00,GT
202404108396,Norsesund,2024-04-11 00:26:00,GT
202404108396,Norsesund västra,2024-04-11 00:26:00,GT
202404108396,Västra Bodarna,2024-04-11 00:28:00,GT
202404108396,Bryngenäs,2024-04-11 00:29:00,GT
202404108396,Alingsås,2024-04-11 00:33:00,GT
202404108396,Algutsgården,2024-04-11 00:39:00,GT
202404108396,Vårgårda,2024-04-11 00:45:00,GT
202404108396,Herrljunga västra,2024-04-11 00:52:00,GT
202404108396,Herrljunga central,2024-04-11 00:54:00,GT
202404108396,Källeryd,2024-04-11 01:01:00,GT
202404108396,Floby,2024-04-11 01:06:00,GT
202404108396,Falköpings c,2024-04-11 01:16:00,GT
202404108396,Falköpings c,2024-04-11 01:19:00,GT
202404108396,Falköpings norra,2024-04-11 01:22:00,GT
202404108396,Stenstorp,2024-04-11 01:30:00,GT
202404108396,Regumatorp,2024-04-11 01:34:00,GT
202404108396,Skövde c,2024-04-11 01:39:00,GT
202404108396,Väring,2024-04-11 01:48:00,GT
202404108396,Moholm,2024-04-11 01:56:00,GT
202404108396,Töreboda,2024-04-11 02:03:00,GT
202404108396,Slätte,2024-04-11 02:08:00,GT
202404108396,Älgarås,2024-04-11 02:12:00,GT
202404108396,Gårdsjö,2024-04-11 02:17:00,GT
202404108396,Finnerödja,2024-04-11 02:22:00,GT
202404108396,Laxå,2024-04-11 02:32:00,GT
202404108396,Linddalen,2024-04-11 02:36:00,GT
202404108396,Vretstorp,2024-04-11 02:40:00,GT
202404108396,Östansjö,2024-04-11 02:45:00,GT
202404108396,Tälle,2024-04-11 02:46:00,GT
202404108396,Hallsbergs rangerbangård,2024-04-11 02:48:00,GT
202404108396,Hallsbergs pbg,2024-04-11 02:52:00,GT
202404108396,Hallsbergs pbg,2024-04-11 02:55:00,GT
202404108396,Pålsboda,2024-04-11 03:08:00,GT
202404108396,Kilsmo,2024-04-11 03:16:00,GT
202404108396,Högsjö,2024-04-11 03:23:00,GT
202404108396,Vingåker,2024-04-11 03:29:00,GT
202404108396,Baggetorp,2024-04-11 03:37:00,GT
202404108396,Katrineholms c,2024-04-11 03:43:00,GT
202404108396,Stolpstugan,2024-04-11 03:47:00,GT
202404108396,Sköldinge,2024-04-11 03:52:00,GT
202404108396,Flen,2024-04-11 03:57:00,GT
202404108396,Skebokvarn,2024-04-11 04:02:00,GT
202404108396,Sparreholm,2024-04-11 04:07:00,GT
202404108396,Nyckelsjön,2024-04-11 04:09:00,GT
202404108396,Stjärnhov,2024-04-11 04:15:00,GT
202404108396,Björnlunda,2024-04-11 04:21:00,GT
202404108396,Kolke,2024-04-11 04:23:00,GT
202404108396,Gnesta,2024-04-11 04:27:00,GT
202404108396,Mölnbo,2024-04-11 04:31:00,GT
202404108396,Järna,2024-04-11 04:39:00,GT
202404108396,Bränninge,2024-04-11 04:42:00,GT
202404108396,Södertälje syd undre,2024-04-11 04:44:00,GT
202404108396,Södertälje hamn,2024-04-11 04:47:00,GT
202404108397,Göteborg Kville,2024-04-10 18:35:00,GT
202404108397,Göteborg Kville,2024-04-10 19:08:00,GT
202404108397,Olskroken,2024-04-10 19:13:00,GT
202404108397,Göteborg Sävenäs,2024-04-10 19:14:00,GT
202404108400,Södertälje syd undre,2024-04-10 12:11:00,GT
202404108400,Södertälje hamn,2024-04-10 12:14:00,GT
202404108403,Järna,2024-04-11 00:50:00,GT
202404108404,Göteborg Sävenäs,2024-04-10 07:22:00,GT
202404108412,Laxå,2024-04-10 05:04:00,GT
202404108414,Olskroken,2024-04-10 13:30:00,GT
202404108414,Göteborg Kville,2024-04-10 13:36:00,GT
202404108414,Göteborg Lindholmen,2024-04-10 13:41:00,GT
202404108414,Pölsebo,2024-04-10 13:44:00,GT
202404108414,Göteborg Skandiahamnen,2024-04-10 13:51:00,GT
202404108424,Göteborg Skandiahamnen,2024-04-10 19:00:00,GT
202404108424,Pölsebo,2024-04-10 19:09:00,GT
202404108424,Göteborg Lindholmen,2024-04-10 19:11:00,GT
202404108424,Göteborg Kville,2024-04-10 19:17:00,GT
202404108424,Olskroken,2024-04-10 19:22:00,GT
202404108448,Göteborg Kville,2024-04-11 01:44:00,GT
202404108448,Göteborg Kville,2024-04-11 02:15:00,GT
202404108448,Olskroken,2024-04-11 02:25:00,GT
202404108449,Falköpings c,2024-04-10 20:16:00,GT
202404108449,Falköpings norra,2024-04-10 20:17:00,GT
202404108449,Stenstorp,2024-04-10 20:25:00,GT
202404108449,Regumatorp,2024-04-10 20:29:00,GT
